DL% UL%  Dled  Uled  Xfers  Live Total     Current  Left    Speed

--  --      0     0    12    12  --:--:-- --:--:-- --:--:--     0      
 94 --  25.3G     0    12     1   7:32:43  0:37:50  0:23:21 1030k      
 94 --  25.3G     0    12     1   8:04:17  0:37:51  0:24:59  963k      
 94 --  25.3G     0    12     1   8:38:52  0:37:51  0:26:45  899k      
 94 --  25.3G     0    12     1   9:05:57  0:37:52  0:28:09  854k      
 94 --  25.3G     0    12     1   9:57:31  0:37:52  0:30:48  780k      
 94 --  25.3G     0    12     1  10:59:59  0:37:53  0:34:01  707k      
 94 --  25.3G     0    12     1  11:40:20  0:37:53  0:36:05  666k      
 94 --  25.3G     0    12     1  12:58:45  0:37:54  0:40:07  599k      
 94 --  25.3G     0    12     1  14:30:19  0:37:55  0:44:50  536k      
 94 --  25.3G     0    12     1  14:51:54  0:37:55  0:45:56  523k      
 94 --  25.3G     0    12     1  14:45:17  0:37:56  0:45:35  527k      
 94 --  25.3G     0    12     1  15:36:18  0:37:56  0:48:12  498k      
 94 --  25.3G     0    12     1  15:08:42  0:37:57  0:46:46  513k      
 94 --  25.3G     0    12     1  15:06:33  0:37:57  0:46:39  514k      
 94 --  25.3G     0    12     1  15:11:36  0:37:58  0:46:54  511k      
 94 --  25.3G     0    12     1  15:14:59  0:37:58  0:47:04  509k      
 94 --  25.3G     0    12     1  15:17:57  0:37:59  0:47:13  508k      
 94 --  25.3G     0    12     1  15:15:16  0:38:00  0:47:04  509k      
 94 --  25.3G     0    12     1  15:15:05  0:38:00  0:47:03  509k      
 94 --  25.3G     0    12     1  18:18:07  0:38:02  0:56:27  424k      
 94 --  25.3G     0    12     1  21:15:56  0:38:03  1:05:36  365k      
 94 --  25.3G     0    12     1  27:03:14  0:38:04  1:23:27  287k      
 94 --  25.3G     0    12     1  33:19:30  0:38:05  1:42:48  233k      
 94 --  25.3G     0    12     1  41:58:33  0:38:06  2:09:29  185k      
 94 --  25.3G     0    12     1  57:23:05  0:38:07  2:57:01  135k      
 94 --  25.3G     0    12     1  79:13:59  0:38:08  4:04:25   98k      
 94 --  25.3G     0    12     1    5d 09h  0:38:09  6:38:17 61680      
 94 --  25.3G     0    12     1   11d 16h  0:38:10 14:24:48 28407      
 94 --  25.3G     0    12     1  377d 22h  0:38:11  19d 10h   878      
 94 --  25.3G     0    12     1   59d 22h  0:38:11 73:55:54  5538      
 94 --  25.3G     0    12     1   21d 00h  0:38:13 25:57:28 15772      
 94 --  25.3G     0    12     1   21d 00h  0:38:14 25:57:28 15772      
 94 --  25.3G     0    12     1   21d 00h  0:38:15 25:57:28 15772      
 94 --  25.3G     0    12     1   22d 01h  0:38:16 27:12:11 15050      
 94 --  25.3G     0    12     1   21d 01h  0:38:17 26:00:43 15739      
 94 --  25.3G     0    12     1   12d 00h  0:38:17 14:48:28 27646      
 94 --  25.3G     0    12     1    5d 10h  0:38:18  6:42:02 61083      
 94 --  25.3G     0    12     1  61:27:41  0:38:19  3:09:27  126k      
 94 --  25.3G     0    12     1  45:46:11  0:38:19  2:21:02  169k      
 94 --  25.3G     0    12     1  32:10:43  0:38:20  1:39:07  241k      
 94 --  25.3G     0    12     1  24:16:14  0:38:21  1:14:44  320k      
 94 --  25.3G     0    12     1  17:35:18  0:38:22  0:54:08  442k      
 94 --  25.3G     0    12     1  14:04:25  0:38:22  0:43:18  552k      
 94 --  25.3G     0    12     1  10:32:16  0:38:23  0:32:24  738k      
 94 --  25.3G     0    12     1   8:48:42  0:38:24  0:27:04  882k      
 94 --  25.3G     0    12     1   7:22:20  0:38:24  0:22:37 1054k      
 94 --  25.3G     0    12     1   6:18:28  0:38:25  0:19:20 1232k      
 94 --  25.3G     0    12     1   5:15:04  0:38:26  0:16:04 1480k      
 94 --  25.3G     0    12     1   4:22:12  0:38:26  0:13:21 1779k      
 94 --  25.3G     0    12     1   3:30:47  0:38:27  0:10:43 2213k      
 94 --  25.3G     0    12     1   3:08:45  0:38:28  0:09:34 2472k      
 94 --  25.3G     0    12     1   2:34:39  0:38:28  0:07:49 3017k      
 94 --  25.3G     0    12     1   2:15:23  0:38:29  0:06:50 3446k      
 94 --  25.3G     0    12     1   1:54:56  0:38:29  0:05:47 4059k      
 94 --  25.3G     0    12     1   1:39:56  0:38:30  0:05:01 4668k      
 94 --  25.3G     0    12     1   1:31:52  0:38:31  0:04:36 5078k      
 95 --  25.3G     0    12     1   1:22:17  0:38:31  0:04:06 5670k      
 95 --  25.3G     0    12     1   1:18:45  0:38:32  0:03:55 5924k      
 95 --  25.3G     0    12     1   1:23:49  0:38:32  0:04:10 5566k      
 95 --  25.3G     0    12     1   1:20:39  0:38:33  0:04:00 5785k      
 95 --  25.3G     0    12     1   1:23:30  0:38:34  0:04:08 5587k      
 95 --  25.3G     0    12     1   1:26:37  0:38:34  0:04:17 5386k      
 95 --  25.3G     0    12     1   1:31:49  0:38:35  0:04:32 5082k      
 95 --  25.3G     0    12     1   1:39:33  0:38:35  0:04:54 4686k      
 95 --  25.3G     0    12     1   1:41:55  0:38:36  0:05:01 4578k      
 95 --  25.3G     0    12     1   1:51:39  0:38:36  0:05:29 4179k      
 95 --  25.3G     0    12     1   1:58:11  0:38:37  0:05:48 3948k      
 95 --  25.3G     0    12     1   1:54:13  0:38:37  0:05:35 4085k      
 95 --  25.3G     0    12     1   2:00:00  0:38:38  0:05:52 3888k      
 95 --  25.3G     0    12     1   2:05:41  0:38:39  0:06:08 3712k      
 95 --  25.3G     0    12     1   2:04:25  0:38:39  0:06:04 3750k      
 95 --  25.3G     0    12     1   2:12:48  0:38:40  0:06:28 3513k      
 95 --  25.3G     0    12     1   2:20:43  0:38:40  0:06:51 3315k      
 95 --  25.4G     0    12     1   2:35:07  0:38:41  0:07:33 3008k      
 95 --  25.4G     0    12     1   2:47:21  0:38:41  0:08:08 2788k      
 95 --  25.4G     0    12     1   2:59:04  0:38:42  0:08:42 2605k      
 95 --  25.4G     0    12     1   3:07:17  0:38:42  0:09:05 2491k      
 95 --  25.4G     0    12     1   3:20:58  0:38:43  0:09:45 2321k      
 95 --  25.4G     0    12     1   3:31:03  0:38:43  0:10:14 2210k      
 95 --  25.4G     0    12     1   3:42:56  0:38:44  0:10:48 2092k      
 95 --  25.4G     0    12     1   3:48:57  0:38:44  0:11:05 2038k      
 95 --  25.4G     0    12     1   3:51:17  0:38:45  0:11:11 2017k      
 95 --  25.4G     0    12     1   3:52:15  0:38:45  0:11:14 2009k      
 95 --  25.4G     0    12     1   3:57:03  0:38:46  0:11:27 1968k      
 95 --  25.4G     0    12     1   3:59:00  0:38:47  0:11:32 1952k      
 95 --  25.4G     0    12     1   4:04:57  0:38:47  0:11:49 1904k      
 95 --  25.4G     0    12     1   4:02:15  0:38:48  0:11:41 1926k      
 95 --  25.4G     0    12     1   4:01:55  0:38:48  0:11:39 1928k      
 95 --  25.4G     0    12     1   4:05:17  0:38:49  0:11:48 1902k      
 95 --  25.4G     0    12     1   4:07:27  0:38:49  0:11:54 1885k      
 95 --  25.4G     0    12     1   3:57:54  0:38:50  0:11:26 1961k      
 95 --  25.4G     0    12     1   3:51:59  0:38:50  0:11:08 2011k      
 95 --  25.4G     0    12     1   3:54:36  0:38:51  0:11:15 1989k      
 95 --  25.4G     0    12     1   3:59:55  0:38:51  0:11:30 1944k      
 95 --  25.4G     0    12     1   3:58:15  0:38:52  0:11:25 1958k      
 95 --  25.4G     0    12     1   3:57:54  0:38:52  0:11:23 1961k      
 95 --  25.4G     0    12     1   4:01:01  0:38:53  0:11:32 1936k      
 95 --  25.4G     0    12     1   4:07:49  0:38:53  0:11:51 1882k      
 95 --  25.4G     0    12     1   4:17:21  0:38:54  0:12:18 1813k      
 95 --  25.4G     0    12     1   4:25:53  0:38:54  0:12:42 1755k      
 95 --  25.4G     0    12     1   4:36:16  0:38:55  0:13:11 1689k      
 95 --  25.4G     0    12     1   4:32:41  0:38:55  0:13:00 1711k      
 95 --  25.4G     0    12     1   4:31:07  0:38:56  0:12:55 1721k      
 95 --  25.4G     0    12     1   4:37:00  0:38:56  0:13:12 1684k      
 95 --  25.4G     0    12     1   4:40:24  0:38:57  0:13:21 1664k      
 95 --  25.4G     0    12     1   4:42:38  0:38:57  0:13:26 1650k      
 95 --  25.4G     0    12     1   4:42:00  0:38:58  0:13:24 1654k      
 95 --  25.4G     0    12     1   4:37:47  0:38:59  0:13:12 1679k      
 95 --  25.4G     0    12     1   4:36:06  0:38:59  0:13:06 1689k      
 95 --  25.4G     0    12     1   4:31:37  0:39:00  0:12:53 1717k      
 95 --  25.4G     0    12     1   4:32:19  0:39:00  0:12:54 1713k      
 95 --  25.4G     0    12     1   4:32:45  0:39:01  0:12:55 1710k      
 95 --  25.4G     0    12     1   4:25:34  0:39:01  0:12:34 1757k      
 95 --  25.4G     0    12     1   4:25:34  0:39:02  0:12:34 1757k      
 95 --  25.4G     0    12     1   4:25:36  0:39:02  0:12:33 1756k      
 95 --  25.4G     0    12     1   4:22:00  0:39:03  0:12:22 1780k      
 95 --  25.4G     0    12     1   4:11:54  0:39:03  0:11:53 1852k      
 95 --  25.4G     0    12     1   4:04:12  0:39:04  0:11:31 1910k      
 95 --  25.4G     0    12     1   3:56:16  0:39:04  0:11:08 1975k      
 95 --  25.4G     0    12     1   3:47:10  0:39:05  0:10:41 2054k      
 95 --  25.4G     0    12     1   3:47:15  0:39:06  0:10:41 2053k      
 95 --  25.4G     0    12     1   3:23:01  0:39:06  0:09:31 2298k      
 95 --  25.4G     0    12     1   3:20:23  0:39:07  0:09:24 2328k      
 95 --  25.4G     0    12     1   3:15:19  0:39:07  0:09:09 2389k      
 95 --  25.4G     0    12     1   3:08:51  0:39:08  0:08:50 2470k      
 95 --  25.4G     0    12     1   3:02:23  0:39:08  0:08:31 2558k      
 95 --  25.4G     0    12     1   2:59:41  0:39:09  0:08:23 2596k      
 95 --  25.4G     0    12     1   2:56:53  0:39:09  0:08:15 2637k      
 95 --  25.4G     0    12     1   2:54:18  0:39:10  0:08:07 2677k      
 95 --  25.4G     0    12     1   2:47:26  0:39:10  0:07:47 2786k      
 95 --  25.4G     0    12     1   3:01:59  0:39:11  0:08:27 2564k      
 95 --  25.4G     0    12     1   3:02:21  0:39:11  0:08:28 2558k      
 95 --  25.4G     0    12     1   3:01:43  0:39:12  0:08:26 2567k      
 95 --  25.4G     0    12     1   3:02:16  0:39:12  0:08:27 2560k      
 95 --  25.4G     0    12     1   3:06:39  0:39:13  0:08:38 2500k      
 95 --  25.4G     0    12     1   3:09:52  0:39:14  0:08:47 2457k      
 95 --  25.4G     0    12     1   3:11:56  0:39:14  0:08:52 2431k      
 95 --  25.4G     0    12     1   3:12:31  0:39:15  0:08:53 2423k      
 95 --  25.4G     0    12     1   3:10:22  0:39:15  0:08:47 2451k      
 95 --  25.4G     0    12     1   3:09:27  0:39:16  0:08:44 2462k      
 95 --  25.4G     0    12     1   3:06:07  0:39:16  0:08:34 2507k      
 95 --  25.4G     0    12     1   3:04:28  0:39:17  0:08:29 2529k      
 95 --  25.4G     0    12     1   3:04:13  0:39:17  0:08:27 2532k      
 95 --  25.4G     0    12     1   3:05:03  0:39:18  0:08:29 2521k      
 95 --  25.4G     0    12     1   3:02:49  0:39:18  0:08:23 2552k      
 95 --  25.4G     0    12     1   3:01:05  0:39:19  0:08:17 2576k      
 95 --  25.4G     0    12     1   3:00:42  0:39:19  0:08:16 2582k      
 95 --  25.4G     0    12     1   2:59:35  0:39:20  0:08:12 2598k      
 95 --  25.4G     0    12     1   2:55:29  0:39:20  0:08:00 2658k      
 95 --  25.4G     0    12     1   2:51:47  0:39:21  0:07:49 2716k      
 95 --  25.4G     0    12     1   2:47:22  0:39:21  0:07:37 2787k      
 95 --  25.4G     0    12     1   2:42:28  0:39:22  0:07:23 2871k      
 95 --  25.4G     0    12     1   2:36:51  0:39:22  0:07:07 2974k      
 95 --  25.4G     0    12     1   2:29:09  0:39:23  0:06:45 3128k      
 95 --  25.4G     0    12     1   2:55:25  0:39:24  0:07:56 2660k      
 95 --  25.4G     0    12     1   3:30:24  0:39:25  0:09:31 2217k      
 95 --  25.4G     0    12     1   4:13:28  0:39:26  0:11:28 1840k      
 95 --  25.4G     0    12     1   5:10:28  0:39:27  0:14:03 1502k      
 95 --  25.4G     0    12     1   6:11:36  0:39:28  0:16:49 1255k      
 95 --  25.4G     0    12     1   7:38:14  0:39:29  0:20:44 1018k      
 95 --  25.4G     0    12     1   9:04:30  0:39:29  0:24:37  856k      
 95 --  25.4G     0    12     1   8:30:49  0:39:30  0:23:04  913k      
 95 --  25.4G     0    12     1   8:58:53  0:39:31  0:24:18  865k      
 95 --  25.4G     0    12     1   7:31:29  0:39:31  0:20:19 1033k      
 95 --  25.5G     0    12     1   5:19:14  0:39:32  0:14:20 1461k      
 95 --  25.5G     0    12     1   3:55:54  0:39:32  0:10:34 1978k      
 95 --  25.5G     0    12     1   3:08:47  0:39:33  0:08:27 2471k      
 95 --  25.5G     0    12     1   2:37:53  0:39:34  0:07:03 2955k      
 95 --  25.5G     0    12     1   2:18:51  0:39:34  0:06:11 3360k      
 95 --  25.5G     0    12     1   2:06:55  0:39:35  0:05:39 3676k      
 95 --  25.5G     0    12     1   2:10:07  0:39:35  0:05:47 3585k      
 95 --  25.5G     0    12     1   2:06:37  0:39:36  0:05:37 3685k      
 95 --  25.5G     0    12     1   2:07:16  0:39:36  0:05:38 3666k      
 95 --  25.5G     0    12     1   2:08:57  0:39:37  0:05:42 3618k      
 95 --  25.5G     0    12     1   2:10:13  0:39:37  0:05:45 3583k      
 95 --  25.5G     0    12     1   2:07:21  0:39:38  0:05:37 3663k      
 95 --  25.5G     0    12     1   2:10:29  0:39:39  0:05:44 3576k      
 95 --  25.5G     0    12     1   2:10:36  0:39:39  0:05:44 3572k      
 95 --  25.5G     0    12     1   2:07:30  0:39:40  0:05:35 3659k      
 95 --  25.5G     0    12     1   2:06:23  0:39:40  0:05:32 3691k      
 95 --  25.5G     0    12     1   2:15:15  0:39:41  0:05:55 3450k      
 95 --  25.5G     0    12     1   2:12:10  0:39:41  0:05:46 3530k      
 95 --  25.5G     0    12     1   2:12:31  0:39:42  0:05:47 3521k      
 95 --  25.5G     0    12     1   2:17:51  0:39:42  0:06:00 3384k      
 95 --  25.5G     0    12     1   2:20:24  0:39:43  0:06:07 3323k      
 95 --  25.5G     0    12     1   2:25:24  0:39:43  0:06:19 3208k      
 95 --  25.5G     0    12     1   2:30:08  0:39:44  0:06:31 3107k      
 95 --  25.5G     0    12     1   2:39:03  0:39:44  0:06:54 2933k      
 95 --  25.5G     0    12     1   2:45:03  0:39:45  0:07:09 2826k      
 95 --  25.5G     0    12     1   2:38:30  0:39:45  0:06:51 2943k      
 95 --  25.5G     0    12     1   2:48:35  0:39:46  0:07:17 2767k      
 95 --  25.5G     0    12     1   2:51:42  0:39:46  0:07:25 2717k      
 95 --  25.5G     0    12     1   2:52:33  0:39:47  0:07:26 2704k      
 95 --  25.5G     0    12     1   2:53:36  0:39:47  0:07:29 2687k      
 95 --  25.5G     0    12     1   2:52:33  0:39:48  0:07:25 2704k      
 95 --  25.5G     0    12     1   2:53:30  0:39:49  0:07:27 2689k      
 95 --  25.5G     0    12     1   2:56:48  0:39:49  0:07:35 2639k      
 95 --  25.5G     0    12     1   2:59:41  0:39:50  0:07:42 2596k      
 95 --  25.5G     0    12     1   3:07:28  0:39:50  0:08:02 2489k      
 95 --  25.5G     0    12     1   3:15:29  0:39:51  0:08:22 2386k      
 95 --  25.5G     0    12     1   3:25:43  0:39:51  0:08:48 2268k      
 95 --  25.5G     0    12     1   3:34:08  0:39:52  0:09:09 2179k      
 95 --  25.5G     0    12     1   3:45:26  0:39:52  0:09:38 2069k      
 95 --  25.5G     0    12     1   3:54:18  0:39:53  0:10:00 1991k      
 95 --  25.5G     0    12     1   3:59:06  0:39:53  0:10:12 1951k      
 95 --  25.5G     0    12     1   4:03:18  0:39:54  0:10:22 1917k      
 95 --  25.5G     0    12     1   4:10:08  0:39:54  0:10:39 1865k      
 95 --  25.5G     0    12     1   4:05:20  0:39:55  0:10:26 1901k      
 95 --  25.5G     0    12     1   4:01:44  0:39:55  0:10:16 1930k      
 95 --  25.5G     0    12     1   3:56:11  0:39:56  0:10:02 1975k      
 95 --  25.5G     0    12     1   3:56:28  0:39:56  0:10:02 1973k      
 95 --  25.5G     0    12     1   3:56:21  0:39:57  0:10:01 1974k      
 95 --  25.5G     0    12     1   4:10:59  0:39:58  0:10:38 1859k      
 95 --  25.5G     0    12     1   4:06:09  0:39:58  0:10:25 1895k      
 95 --  25.5G     0    12     1   4:08:43  0:39:59  0:10:31 1876k      
 95 --  25.5G     0    12     1   4:11:36  0:39:59  0:10:38 1854k      
 95 --  25.5G     0    12     1   4:14:33  0:40:00  0:10:45 1833k      
 95 --  25.5G     0    12     1   4:16:15  0:40:00  0:10:49 1820k      
 95 --  25.5G     0    12     1   4:19:35  0:40:01  0:10:57 1797k      
 95 --  25.5G     0    12     1   4:16:59  0:40:01  0:10:49 1815k      
 95 --  25.5G     0    12     1   4:14:42  0:40:02  0:10:43 1832k      
 95 --  25.5G     0    12     1   4:02:03  0:40:02  0:10:11 1927k      
 95 --  25.5G     0    12     1   4:05:12  0:40:03  0:10:18 1902k      
 95 --  25.5G     0    12     1   4:00:56  0:40:03  0:10:07 1936k      
 95 --  25.5G     0    12     1   3:56:01  0:40:04  0:09:54 1977k      
 95 --  25.5G     0    12     1   3:51:49  0:40:04  0:09:43 2012k      
 95 --  25.5G     0    12     1   3:51:56  0:40:05  0:09:42 2011k      
 95 --  25.5G     0    12     1   3:47:51  0:40:05  0:09:32 2047k      
 95 --  25.5G     0    12     1   3:48:12  0:40:06  0:09:32 2044k      
 95 --  25.5G     0    12     1   3:47:48  0:40:06  0:09:30 2048k      
 95 --  25.5G     0    12     1   3:46:05  0:40:07  0:09:26 2063k      
 95 --  25.5G     0    12     1   3:44:08  0:40:07  0:09:20 2081k      
 95 --  25.5G     0    12     1   3:41:46  0:40:08  0:09:14 2104k      
 95 --  25.5G     0    12     1   3:38:49  0:40:09  0:09:06 2132k      
 95 --  25.5G     0    12     1   3:34:20  0:40:09  0:08:54 2177k      
 95 --  25.5G     0    12     1   3:27:48  0:40:10  0:08:37 2245k      
 95 --  25.5G     0    12     1   3:38:32  0:40:10  0:09:03 2135k      
 95 --  25.5G     0    12     1   3:24:03  0:40:11  0:08:27 2286k      
 95 --  25.5G     0    12     1   3:35:55  0:40:11  0:08:56 2161k      
 95 --  25.5G     0    12     1   3:28:08  0:40:12  0:08:36 2241k      
 95 --  25.5G     0    12     1   3:35:20  0:40:12  0:08:53 2166k      
 95 --  25.5G     0    12     1   3:38:30  0:40:13  0:09:01 2135k      
 95 --  25.5G     0    12     1   3:45:34  0:40:13  0:09:18 2068k      
 95 --  25.5G     0    12     1   4:05:01  0:40:14  0:10:06 1904k      
 95 --  25.6G     0    12     1   4:13:11  0:40:15  0:10:25 1843k      
 95 --  25.6G     0    12     1   4:17:28  0:40:15  0:10:35 1812k      
 95 --  25.6G     0    12     1   4:56:21  0:40:16  0:12:11 1574k      
 95 --  25.6G     0    12     1   4:53:21  0:40:16  0:12:03 1590k      
 95 --  25.6G     0    12     1   5:32:47  0:40:17  0:13:40 1402k      
 95 --  25.6G     0    12     1   5:42:32  0:40:17  0:14:04 1362k      
 95 --  25.6G     0    12     1   6:02:40  0:40:18  0:14:53 1286k      
 95 --  25.6G     0    12     1   6:17:49  0:40:18  0:15:30 1235k      
 95 --  25.6G     0    12     1   6:12:08  0:40:19  0:15:15 1253k      
 95 --  25.6G     0    12     1   6:50:44  0:40:19  0:16:50 1136k      
 95 --  25.6G     0    12     1   6:45:38  0:40:20  0:16:36 1150k      
 95 --  25.6G     0    12     1   6:40:19  0:40:20  0:16:23 1165k      
 95 --  25.6G     0    12     1   6:36:04  0:40:21  0:16:12 1178k      
 95 --  25.6G     0    12     1   6:32:51  0:40:21  0:16:03 1187k      
 95 --  25.6G     0    12     1   6:33:28  0:40:22  0:16:04 1185k      
 95 --  25.6G     0    12     1   6:24:32  0:40:22  0:15:42 1213k      
 95 --  25.6G     0    12     1   6:19:21  0:40:23  0:15:29 1230k      
 95 --  25.6G     0    12     1   6:08:40  0:40:24  0:15:02 1265k      
 95 --  25.6G     0    12     1   6:33:32  0:40:24  0:16:03 1185k      
 95 --  25.6G     0    12     1   6:00:48  0:40:25  0:14:42 1293k      
 95 --  25.6G     0    12     1   5:58:40  0:40:25  0:14:36 1300k      
 95 --  25.6G     0    12     1   5:55:32  0:40:26  0:14:28 1312k      
 95 --  25.6G     0    12     1   5:50:45  0:40:26  0:14:15 1330k      
 95 --  25.6G     0    12     1   5:43:44  0:40:27  0:13:58 1357k      
 95 --  25.6G     0    12     1   5:35:09  0:40:27  0:13:36 1392k      
 95 --  25.6G     0    12     1   5:30:05  0:40:28  0:13:23 1413k      
 95 --  25.6G     0    12     1   5:31:24  0:40:28  0:13:26 1408k      
 95 --  25.6G     0    12     1   5:06:56  0:40:29  0:12:26 1520k      
 95 --  25.6G     0    12     1   5:14:22  0:40:29  0:12:43 1484k      
 95 --  25.6G     0    12     1   5:10:04  0:40:30  0:12:32 1504k      
 95 --  25.6G     0    12     1   5:04:45  0:40:30  0:12:19 1531k      
 95 --  25.6G     0    12     1   5:00:28  0:40:31  0:12:08 1552k      
 95 --  25.6G     0    12     1   4:55:49  0:40:31  0:11:56 1577k      
 95 --  25.6G     0    12     1   4:55:22  0:40:32  0:11:54 1579k      
 95 --  25.6G     0    12     1   4:55:08  0:40:32  0:11:53 1581k      
 95 --  25.6G     0    12     1   4:51:04  0:40:33  0:11:43 1603k      
 95 --  25.6G     0    12     1   4:47:04  0:40:34  0:11:33 1625k      
 95 --  25.6G     0    12     1   4:43:59  0:40:34  0:11:25 1643k      
 95 --  25.6G     0    12     1   4:38:28  0:40:35  0:11:11 1675k      
 95 --  25.6G     0    12     1   4:30:55  0:40:35  0:10:52 1722k      
 95 --  25.6G     0    12     1   4:22:29  0:40:36  0:10:31 1777k      
 95 --  25.6G     0    12     1   4:09:58  0:40:36  0:10:00 1866k      
 95 --  25.6G     0    12     1   3:57:06  0:40:37  0:09:29 1967k      
 96 --  25.6G     0    12     1   3:41:44  0:40:37  0:08:51 2104k      
 96 --  25.6G     0    12     1   3:28:49  0:40:38  0:08:20 2234k      
 96 --  25.6G     0    12     1   3:12:27  0:40:38  0:07:40 2424k      
 96 --  25.6G     0    12     1   3:02:09  0:40:39  0:07:14 2561k      
 96 --  25.6G     0    12     1   2:54:45  0:40:39  0:06:56 2670k      
 96 --  25.6G     0    12     1   2:50:19  0:40:40  0:06:45 2739k      
 96 --  25.6G     0    12     1   2:43:15  0:40:40  0:06:28 2858k      
 96 --  25.6G     0    12     1   2:41:43  0:40:41  0:06:24 2885k      
 96 --  25.6G     0    12     1   2:43:58  0:40:41  0:06:29 2845k      
 96 --  25.6G     0    12     1   2:44:54  0:40:42  0:06:30 2829k      
 96 --  25.6G     0    12     1   2:48:40  0:40:42  0:06:39 2766k      
 96 --  25.6G     0    12     1   2:58:22  0:40:43  0:07:01 2615k      
 96 --  25.6G     0    12     1   3:07:54  0:40:43  0:07:23 2483k      
 96 --  25.6G     0    12     1   3:14:24  0:40:44  0:07:38 2400k      
 96 --  25.6G     0    12     1   3:20:22  0:40:44  0:07:52 2328k      
 96 --  25.6G     0    12     1   3:32:45  0:40:45  0:08:21 2193k      
 96 --  25.6G     0    12     1   3:39:46  0:40:45  0:08:37 2123k      
 96 --  25.6G     0    12     1   3:43:07  0:40:46  0:08:44 2091k      
 96 --  25.6G     0    12     1   3:54:21  0:40:46  0:09:10 1991k      
 96 --  25.6G     0    12     1   4:05:26  0:40:47  0:09:36 1901k      
 96 --  25.6G     0    12     1   4:11:03  0:40:47  0:09:49 1858k      
 96 --  25.6G     0    12     1   5:15:01  0:40:49  0:12:19 1481k      
 96 --  25.6G     0    12     1   6:33:58  0:40:50  0:15:24 1184k      
 96 --  25.6G     0    12     1   7:50:52  0:40:50  0:18:24  990k      
 96 --  25.6G     0    12     1   9:20:53  0:40:51  0:21:55  831k      
 96 --  25.6G     0    12     1   9:57:51  0:40:52  0:23:21  780k      
 96 --  25.6G     0    12     1  10:21:06  0:40:52  0:24:14  751k      
 96 --  25.6G     0    12     1  10:03:56  0:40:53  0:23:32  772k      
 96 --  25.6G     0    12     1  10:20:05  0:40:54  0:24:09  752k      
 96 --  25.6G     0    12     1  10:21:33  0:40:54  0:24:11  750k      
 96 --  25.6G     0    12     1   8:19:52  0:40:55  0:19:26  933k      
 96 --  25.6G     0    12     1   6:46:38  0:40:56  0:15:47 1147k      
 96 --  25.6G     0    12     1   6:04:58  0:40:57  0:14:09 1278k      
 96 --  25.6G     0    12     1   5:30:03  0:40:57  0:12:47 1413k      
 96 --  25.6G     0    12     1   5:25:12  0:40:58  0:12:35 1434k      
 96 --  25.6G     0    12     1   5:18:04  0:40:59  0:12:18 1467k      
 96 --  25.6G     0    12     1   5:13:02  0:40:59  0:12:05 1490k      
 96 --  25.6G     0    12     1   4:56:45  0:41:00  0:11:27 1572k      
 96 --  25.6G     0    12     1   5:01:30  0:41:01  0:11:37 1547k      
 96 --  25.6G     0    12     1   4:56:47  0:41:01  0:11:26 1572k      
 96 --  25.6G     0    12     1   5:02:25  0:41:02  0:11:39 1542k      
 96 --  25.6G     0    12     1   5:01:38  0:41:02  0:11:36 1546k      
 96 --  25.6G     0    12     1   5:08:48  0:41:03  0:11:52 1511k      
 96 --  25.6G     0    12     1   5:14:19  0:41:04  0:12:04 1484k      
 96 --  25.6G     0    12     1   5:24:42  0:41:04  0:12:28 1437k      
 96 --  25.6G     0    12     1   5:37:50  0:41:05  0:12:57 1381k      
 96 --  25.6G     0    12     1   5:48:05  0:41:06  0:13:20 1340k      
 96 --  25.6G     0    12     1   5:33:39  0:41:06  0:12:46 1398k      
 96 --  25.6G     0    12     1   5:24:58  0:41:07  0:12:26 1435k      
 96 --  25.6G     0    12     1   5:09:46  0:41:07  0:11:50 1506k      
 96 --  25.6G     0    12     1   4:58:32  0:41:08  0:11:24 1563k      
 96 --  25.6G     0    12     1   4:42:54  0:41:08  0:10:47 1649k      
 96 --  25.6G     0    12     1   4:34:04  0:41:09  0:10:26 1702k      
 96 --  25.6G     0    12     1   4:14:35  0:41:09  0:09:41 1832k      
 96 --  25.6G     0    12     1   4:04:02  0:41:10  0:09:16 1912k      
 96 --  25.6G     0    12     1   3:52:50  0:41:11  0:08:50 2004k      
 96 --  25.6G     0    12     1   3:43:48  0:41:11  0:08:29 2084k      
 96 --  25.6G     0    12     1   3:40:49  0:41:12  0:08:21 2113k      
 96 --  25.6G     0    12     1   3:33:41  0:41:12  0:08:05 2183k      
 96 --  25.6G     0    12     1   3:21:21  0:41:13  0:07:36 2317k      
 96 --  25.6G     0    12     1   3:17:01  0:41:13  0:07:25 2368k      
 96 --  25.6G     0    12     1   2:58:06  0:41:14  0:06:42 2619k      
 96 --  25.6G     0    12     1   2:49:00  0:41:14  0:06:21 2761k      
 96 --  25.6G     0    12     1   2:38:32  0:41:15  0:05:56 2943k      
 96 --  25.7G     0    12     1   2:23:18  0:41:15  0:05:21 3256k      
 96 --  25.7G     0    12     1   2:12:32  0:41:16  0:04:56 3520k      
 96 --  25.7G     0    12     1   2:04:20  0:41:17  0:04:37 3752k      
 96 --  25.7G     0    12     1   1:59:28  0:41:17  0:04:26 3905k      
 96 --  25.7G     0    12     1   1:47:27  0:41:18  0:03:58 4342k      
 96 --  25.7G     0    12     1   1:39:52  0:41:18  0:03:41 4671k      
 96 --  25.7G     0    12     1   1:40:27  0:41:19  0:03:41 4645k      
